id,category,question,option_a,option_b,option_c,option_d,answer_index,points,difficulty
Q04568,Logique & culture générale,Défi express : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,facile
Q04569,Logique & culture générale,Défi express : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,facile
Q04570,Logique & culture générale,Défi express : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,facile
Q04571,Logique & culture générale,"Défi express : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,facile
Q04572,Logique & culture générale,Défi express : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,facile
Q04573,Logique & culture générale,Défi express : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,facile
Q04574,Logique & culture générale,Défi express : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,facile
Q04575,Logique & culture générale,Défi express : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,facile
Q04576,Logique & culture générale,"Testez vos connaissances : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,facile
Q04577,Logique & culture générale,"Testez vos connaissances : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,facile
Q04578,Logique & culture générale,Testez vos connaissances : Quel nombre est premier ?,17,21,27,33,0,10,facile
Q04579,Logique & culture générale,Testez vos connaissances : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,facile
Q04580,Logique & culture générale,"Testez vos connaissances : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,facile
Q04581,Logique & culture générale,"Testez vos connaissances : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,facile
Q04582,Logique & culture générale,Testez vos connaissances : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,facile
Q04583,Logique & culture générale,Testez vos connaissances : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,facile
Q04584,Logique & culture générale,Testez vos connaissances : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,facile
Q04585,Logique & culture générale,Testez vos connaissances : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,facile
Q04586,Logique & culture générale,Testez vos connaissances : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,facile
Q04587,Logique & culture générale,Testez vos connaissances : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,facile
Q04588,Logique & culture générale,Testez vos connaissances : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,facile
Q04589,Logique & culture générale,"Testez vos connaissances : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,facile
Q04590,Logique & culture générale,Testez vos connaissances : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,facile
Q04591,Logique & culture générale,Testez vos connaissances : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,facile
Q04592,Logique & culture générale,Testez vos connaissances : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,facile
Q04593,Logique & culture générale,Testez vos connaissances : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,facile
Q04594,Logique & culture générale,Testez vos connaissances : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,facile
Q04595,Logique & culture générale,Testez vos connaissances : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,facile
Q04596,Logique & culture générale,"Testez vos connaissances : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,facile
Q04597,Logique & culture générale,Testez vos connaissances : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,facile
Q04598,Logique & culture générale,Testez vos connaissances : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,facile
Q04599,Logique & culture générale,Testez vos connaissances : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,facile
Q04600,Logique & culture générale,Testez vos connaissances : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,facile
Q04601,Logique & culture générale,"Le saviez-vous ? Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,facile
Q04602,Logique & culture générale,"Le saviez-vous ? Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,facile
Q04603,Logique & culture générale,Le saviez-vous ? Quel nombre est premier ?,17,21,27,33,0,10,facile
Q04604,Logique & culture générale,Le saviez-vous ? Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,facile
Q04605,Logique & culture générale,"Le saviez-vous ? Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,facile
Q04606,Logique & culture générale,"Le saviez-vous ? Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,facile
Q04607,Logique & culture générale,Le saviez-vous ? Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,facile
Q04608,Logique & culture générale,Le saviez-vous ? Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,facile
Q04609,Logique & culture générale,Le saviez-vous ? Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,facile
Q04610,Logique & culture générale,Le saviez-vous ? Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,facile
Q04611,Logique & culture générale,Le saviez-vous ? Combien de côtés possède un hexagone ?,6,5,7,8,0,10,facile
Q04612,Logique & culture générale,Le saviez-vous ? Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,facile
Q04613,Logique & culture générale,Le saviez-vous ? Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,facile
Q04614,Logique & culture générale,"Le saviez-vous ? Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,facile
Q04615,Logique & culture générale,Le saviez-vous ? Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,facile
Q04616,Logique & culture générale,Le saviez-vous ? Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,facile
Q04617,Logique & culture générale,Le saviez-vous ? Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,facile
Q04618,Logique & culture générale,Le saviez-vous ? Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,facile
Q04619,Logique & culture générale,Le saviez-vous ? Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,facile
Q04620,Logique & culture générale,Le saviez-vous ? Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,facile
Q04621,Logique & culture générale,"Le saviez-vous ? Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,facile
Q04622,Logique & culture générale,Le saviez-vous ? Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,facile
Q04623,Logique & culture générale,Le saviez-vous ? Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,facile
Q04624,Logique & culture générale,Le saviez-vous ? Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,facile
Q04625,Logique & culture générale,Le saviez-vous ? Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,facile
Q04626,Logique & culture générale,"Quiz du jour : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,moyen
Q04627,Logique & culture générale,"Quiz du jour : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,moyen
Q04628,Logique & culture générale,Quiz du jour : Quel nombre est premier ?,17,21,27,33,0,10,moyen
Q04629,Logique & culture générale,Quiz du jour : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,moyen
Q04630,Logique & culture générale,"Quiz du jour : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,moyen
Q04631,Logique & culture générale,"Quiz du jour : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,moyen
Q04632,Logique & culture générale,Quiz du jour : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,moyen
Q04633,Logique & culture générale,Quiz du jour : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,moyen
Q04634,Logique & culture générale,Quiz du jour : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,moyen
Q04635,Logique & culture générale,Quiz du jour : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,moyen
Q04636,Logique & culture générale,Quiz du jour : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,moyen
Q04637,Logique & culture générale,Quiz du jour : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,moyen
Q04638,Logique & culture générale,Quiz du jour : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,moyen
Q04639,Logique & culture générale,"Quiz du jour : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,moyen
Q04640,Logique & culture générale,Quiz du jour : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,moyen
Q04641,Logique & culture générale,Quiz du jour : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,moyen
Q04642,Logique & culture générale,Quiz du jour : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,moyen
Q04643,Logique & culture générale,Quiz du jour : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,moyen
Q04644,Logique & culture générale,Quiz du jour : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,moyen
Q04645,Logique & culture générale,Quiz du jour : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,moyen
Q04646,Logique & culture générale,"Quiz du jour : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,moyen
Q04647,Logique & culture générale,Quiz du jour : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,moyen
Q04648,Logique & culture générale,Quiz du jour : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,moyen
Q04649,Logique & culture générale,Quiz du jour : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,moyen
Q04650,Logique & culture générale,Quiz du jour : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,moyen
Q04651,Logique & culture générale,"À vous de jouer : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,moyen
Q04652,Logique & culture générale,"À vous de jouer : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,moyen
Q04653,Logique & culture générale,À vous de jouer : Quel nombre est premier ?,17,21,27,33,0,10,moyen
Q04654,Logique & culture générale,À vous de jouer : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,moyen
Q04655,Logique & culture générale,"À vous de jouer : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,moyen
Q04656,Logique & culture générale,"À vous de jouer : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,moyen
Q04657,Logique & culture générale,À vous de jouer : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,moyen
Q04658,Logique & culture générale,À vous de jouer : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,moyen
Q04659,Logique & culture générale,À vous de jouer : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,moyen
Q04660,Logique & culture générale,À vous de jouer : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,moyen
Q04661,Logique & culture générale,À vous de jouer : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,moyen
Q04662,Logique & culture générale,À vous de jouer : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,moyen
Q04663,Logique & culture générale,À vous de jouer : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,moyen
Q04664,Logique & culture générale,"À vous de jouer : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,moyen
Q04665,Logique & culture générale,À vous de jouer : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,moyen
Q04666,Logique & culture générale,À vous de jouer : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,moyen
Q04667,Logique & culture générale,À vous de jouer : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,moyen
Q04668,Logique & culture générale,À vous de jouer : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,moyen
Q04669,Logique & culture générale,À vous de jouer : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,moyen
Q04670,Logique & culture générale,À vous de jouer : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,moyen
Q04671,Logique & culture générale,"À vous de jouer : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,moyen
Q04672,Logique & culture générale,À vous de jouer : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,moyen
Q04673,Logique & culture générale,À vous de jouer : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,moyen
Q04674,Logique & culture générale,À vous de jouer : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,moyen
Q04675,Logique & culture générale,À vous de jouer : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,moyen
Q04676,Logique & culture générale,"Challenge : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,moyen
Q04677,Logique & culture générale,"Challenge : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,moyen
Q04678,Logique & culture générale,Challenge : Quel nombre est premier ?,17,21,27,33,0,10,moyen
Q04679,Logique & culture générale,Challenge : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,moyen
Q04680,Logique & culture générale,"Challenge : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,moyen
Q04681,Logique & culture générale,"Challenge : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,moyen
Q04682,Logique & culture générale,Challenge : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,moyen
Q04683,Logique & culture générale,Challenge : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,moyen
Q04684,Logique & culture générale,Challenge : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,moyen
Q04685,Logique & culture générale,Challenge : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,moyen
Q04686,Logique & culture générale,Challenge : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,moyen
Q04687,Logique & culture générale,Challenge : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,moyen
Q04688,Logique & culture générale,Challenge : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,moyen
Q04689,Logique & culture générale,"Challenge : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,moyen
Q04690,Logique & culture générale,Challenge : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,moyen
Q04691,Logique & culture générale,Challenge : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,moyen
Q04692,Logique & culture générale,Challenge : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,moyen
Q04693,Logique & culture générale,Challenge : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,moyen
Q04694,Logique & culture générale,Challenge : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,moyen
Q04695,Logique & culture générale,Challenge : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,moyen
Q04696,Logique & culture générale,"Challenge : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,moyen
Q04697,Logique & culture générale,Challenge : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,moyen
Q04698,Logique & culture générale,Challenge : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,moyen
Q04699,Logique & culture générale,Challenge : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,moyen
Q04700,Logique & culture générale,Challenge : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,moyen
Q04701,Logique & culture générale,"Question bonus : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,moyen
Q04702,Logique & culture générale,"Question bonus : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,moyen
Q04703,Logique & culture générale,Question bonus : Quel nombre est premier ?,17,21,27,33,0,10,moyen
Q04704,Logique & culture générale,Question bonus : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,moyen
Q04705,Logique & culture générale,"Question bonus : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,moyen
Q04706,Logique & culture générale,"Question bonus : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,moyen
Q04707,Logique & culture générale,Question bonus : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,moyen
Q04708,Logique & culture générale,Question bonus : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,moyen
Q04709,Logique & culture générale,Question bonus : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,moyen
Q04710,Logique & culture générale,Question bonus : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,moyen
Q04711,Logique & culture générale,Question bonus : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,moyen
Q04712,Logique & culture générale,Question bonus : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,moyen
Q04713,Logique & culture générale,Question bonus : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,moyen
Q04714,Logique & culture générale,"Question bonus : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,moyen
Q04715,Logique & culture générale,Question bonus : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,moyen
Q04716,Logique & culture générale,Question bonus : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,moyen
Q04717,Logique & culture générale,Question bonus : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,moyen
Q04718,Logique & culture générale,Question bonus : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,moyen
Q04719,Logique & culture générale,Question bonus : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,moyen
Q04720,Logique & culture générale,Question bonus : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,moyen
Q04721,Logique & culture générale,"Question bonus : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,moyen
Q04722,Logique & culture générale,Question bonus : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,moyen
Q04723,Logique & culture générale,Question bonus : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,moyen
Q04724,Logique & culture générale,Question bonus : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,moyen
Q04725,Logique & culture générale,Question bonus : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,moyen
Q04726,Logique & culture générale,"Question éclair : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,moyen
Q04727,Logique & culture générale,"Question éclair : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,moyen
Q04728,Logique & culture générale,Question éclair : Quel nombre est premier ?,17,21,27,33,0,10,moyen
Q04729,Logique & culture générale,Question éclair : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,moyen
Q04730,Logique & culture générale,"Question éclair : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,moyen
Q04731,Logique & culture générale,"Question éclair : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,moyen
Q04732,Logique & culture générale,Question éclair : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,moyen
Q04733,Logique & culture générale,Question éclair : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,moyen
Q04734,Logique & culture générale,Question éclair : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,moyen
Q04735,Logique & culture générale,Question éclair : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,moyen
Q04736,Logique & culture générale,Question éclair : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,moyen
Q04737,Logique & culture générale,Question éclair : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,moyen
Q04738,Logique & culture générale,Question éclair : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,moyen
Q04739,Logique & culture générale,"Question éclair : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,moyen
Q04740,Logique & culture générale,Question éclair : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,moyen
Q04741,Logique & culture générale,Question éclair : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,moyen
Q04742,Logique & culture générale,Question éclair : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,moyen
Q04743,Logique & culture générale,Question éclair : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,moyen
Q04744,Logique & culture générale,Question éclair : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,moyen
Q04745,Logique & culture générale,Question éclair : Quel est le résultat de 15 - 7 ?,8,7,9,6,0,10,moyen
Q04746,Logique & culture générale,"Question éclair : Si A est plus grand que B et B plus grand que C, qui est le plus petit ?",C,A,B,Impossible,0,10,moyen
Q04747,Logique & culture générale,Question éclair : Quelle couleur obtient-on en mélangeant du bleu et du jaune en peinture ?,Vert,Rouge,Violet,Noir,0,10,moyen
Q04748,Logique & culture générale,Question éclair : Combien de minutes y a-t-il dans une heure ?,60,30,100,90,0,10,moyen
Q04749,Logique & culture générale,Question éclair : Quel instrument sert à mesurer la température ?,Thermomètre,Baromètre,Voltmètre,Compas,0,10,moyen
Q04750,Logique & culture générale,Question éclair : Quel est le rôle principal d'une boussole ?,Indiquer les directions,Mesurer la température,Mesurer la vitesse,Calculer une moyenne,0,10,moyen
Q04751,Logique & culture générale,"Pour gagner des points : Si 2 + 3 = 5, combien font 7 + 6 ?",13,12,14,11,0,10,moyen
Q04752,Logique & culture générale,"Pour gagner des points : Quel nombre complète la suite 2, 4, 6, 8, ?",10,9,11,12,0,10,moyen
Q04753,Logique & culture générale,Pour gagner des points : Quel nombre est premier ?,17,21,27,33,0,10,moyen
Q04754,Logique & culture générale,Pour gagner des points : Combien y a-t-il de bits dans un octet ?,8,4,16,32,0,10,moyen
Q04755,Logique & culture générale,"Pour gagner des points : Quel est le plus grand : 0,7 ou 0,65 ?","0,7","0,65",Ils sont égaux,Impossible,0,10,moyen
Q04756,Logique & culture générale,"Pour gagner des points : Si tous les A sont B et tous les B sont C, que peut-on conclure ?",Tous les A sont C,Aucun A n'est C,Tous les C sont A,B n'existe pas,0,10,moyen
Q04757,Logique & culture générale,Pour gagner des points : Quelle planète est connue comme la planète rouge ?,Mars,Vénus,Jupiter,Mercure,0,10,moyen
Q04758,Logique & culture générale,Pour gagner des points : Quelle est la capitale du Cameroun ?,Yaoundé,Douala,Maroua,Garoua,0,10,moyen
Q04759,Logique & culture générale,Pour gagner des points : Quelle est la région où se trouve Maroua ?,Extrême-Nord,Littoral,Sud-Ouest,Est,0,10,moyen
Q04760,Logique & culture générale,Pour gagner des points : Quel est le plus grand océan du monde ?,Pacifique,Atlantique,Indien,Arctique,0,10,moyen
Q04761,Logique & culture générale,Pour gagner des points : Combien de côtés possède un hexagone ?,6,5,7,8,0,10,moyen
Q04762,Logique & culture générale,Pour gagner des points : Quel est le résultat de 12 × 5 ?,60,50,70,55,0,10,moyen
Q04763,Logique & culture générale,Pour gagner des points : Quel est le résultat de 100 / 4 ?,25,20,30,40,0,10,moyen
Q04764,Logique & culture générale,"Pour gagner des points : Si un objet coûte 10 000 FCFA et bénéficie de 10% de réduction, quel est le prix ?",9 000 FCFA,9 500 FCFA,8 000 FCFA,10 100 FCFA,0,10,moyen
Q04765,Logique & culture générale,Pour gagner des points : Quel langage utilise principalement le symbole # pour les commentaires sur une ligne ?,Python,HTML,CSS,SQL,0,10,moyen
Q04766,Logique & culture générale,Pour gagner des points : Quelle unité mesure généralement la fréquence d'un processeur ?,GHz,GB,dpi,Mbps,0,10,moyen
Q04767,Logique & culture générale,Pour gagner des points : Quelle unité mesure le débit réseau ?,Mbps,kg,cm,dpi,0,10,moyen
Q04768,Logique & culture générale,Pour gagner des points : Quel est le contraire de 'public' ?,Privé,Rapide,Ouvert,Central,0,10,moyen
Q04769,Logique & culture générale,Pour gagner des points : Quel continent abrite le Cameroun ?,Afrique,Asie,Europe,Amérique,0,10,moyen
